asset_id,asset_type,builtin_mat,extended_mat
e8ecaa36c67641dcac4e809fbc9c40e9,objaverse,wood,paper
e8f2f9e4778c453da47f2ba11c839ce8,objaverse,wood,wood
e8f37d99d6a343f490df2a3e5f82b81f,objaverse,wood,fabric
e8f4e54a11b145268bff2c148533759a,objaverse,wood,wood
e8f53423b0554cf0aebf71c696562c25,objaverse,metal,metal
e8f6091a7b634ea4bee9f35a1bbcc465,objaverse,wood,wood
e8fc1b4aeb73448fae829c4e71be45cb,objaverse,plasterboard,ceramic
e8fe8d04e61d49fd8792343951a562f9,objaverse,wood,wood
e9001220e8004303bea80de57f05727a,objaverse,marble,ceramic
e902fb560ab34ac9a76cfedd09f58231,objaverse,metal,metal
e9033f85917f4621af79c6666e696f04,objaverse,very dry ground,ceramic
e904b9d4186e4352b13ee212549b4ec6,objaverse,wood,wood
e905affda3d94d3897bf89f3975d3b35,objaverse,very dry ground,food
e90a92612f314c31b11278acc6c9d0b9,objaverse,wood,fabric
e90bb0907b8b4968ad214bcb77f5e125,objaverse,chipboard,plastic
e90e3d9afca74860a699c2ab336867b8,objaverse,wood,metal
e910478a515e4a5599e975cb23cc3d8a,objaverse,wood,wood
e9106781c5ba4ee98e8076bbbf408886,objaverse,wood,leather
e912d4787b39441b87ee8f79dcaffc5d,objaverse,very dry ground,paper
e9135cf9ef38415c966f9dd5da934986,objaverse,metal,metal
e913c665028a49c4b4794d55082f8d91,objaverse,wood,fabric
e91490b8673b44b7b00a3ee660f47b7e,objaverse,glass,plastic
e91b136f5105472f9116d8070f1ebfb3,objaverse,brick,ceramic
e91e2c73e9264549aa7f86490705bcf0,objaverse,metal,ceramic
e91e74e8749f4c9d88efe42ce9b04f1e,objaverse,wood,wood
e91e892ed25947f6affcd497c70e7d7f,objaverse,wood,food
e91ef06837ea42cbbb34a909b9928198,objaverse,metal,metal
e91f8742370a420e9102dc13e9eb29c9,objaverse,wood,wood
e92205e389f24d75811f463405a33bfe,objaverse,metal,plastic
e922e96e071240bb8de980cc2077a9a4,objaverse,very dry ground,ceramic
e92441ee2e444c63ae85e2c2a16c8d19,objaverse,glass,plastic
e9270af1d0994f8b9b97f08041439784,objaverse,glass,plastic
e92df61f216043439eed62ff01d4da10,objaverse,wood,leather
e92e54ddcd204a8a9823fecc0870b3f1,objaverse,wood,fabric
e92f0f075303420993c94ea4628a67c7,objaverse,metal,plastic
e933094b8929462fb96041c302125981,objaverse,wood,wood
e935627e9d924783a9489f8d61d8a9ea,objaverse,metal,metal
e9362ef2576844748f32d9cf2b9bc5c5,objaverse,metal,metal
e939f5c4a16f4eb5aba18ad237275c6b,objaverse,wood,food
e93a979ee3a54419a5433173e1ea9d49,objaverse,metal,metal
e93ac78171c342f7b2424c6181ba4605,objaverse,wood,wood
e93e7dbbe1724a309b725d5acc254334,objaverse,metal,metal
e93eb297f33e4229be6e7427f77a2727,objaverse,wood,wood
e94595cf83e74b509fc5b2eac092b4bb,objaverse,very dry ground,very dry ground
e94aa152ae4544c499c1d992172ef668,objaverse,wood,wood
e94bc410d0334ba8b24d7081f516cf04,objaverse,glass,plastic
e94e4a65db94488e88e9f668974eb957,objaverse,metal,metal
e94ee86fffcb4991b716e04e75152aa4,objaverse,metal,metal
e94fe18bb73047d999258d1af1c7d247,objaverse,wood,wood
e9535f56bba8488d8b5d4d5a24a3cbd5,objaverse,glass,glass
e955142334634bbbbfa8e79338791ff7,objaverse,wood,leather
e95659a68f1245e0a67459c43e1415f8,objaverse,metal,metal
e95986329d184d589064989a459436e3,objaverse,glass,plastic
e95b773a155a4e0cb1d2b0672636cf31,objaverse,glass,ceramic
e95d11b9daa34d5a81bf73ae6f976347,objaverse,glass,plastic
e95f59e4d3884a19a5dd1a06b14cdc51,objaverse,metal,leather
e95fd2db4f0f4060b05e8d16cb612a2c,objaverse,glass,ceramic
e95ff65ff4fe477b85667fdbe27e5272,objaverse,brick,ceramic
e95ffe6e8aaa45a58ec71ae181cc6081,objaverse,metal,plastic
e96229bfb7d345c596688e7502e36978,objaverse,wood,wood
e96369b768ab44a39ed0e629ad6f2622,objaverse,wood,metal
e963b9c503ea45d4992a0c762a81c686,objaverse,wood,wood
e964f2811a71472581eb244e812c2120,objaverse,wood,rubber
e9660387822849b6a351b0122b0570bc,objaverse,wood,fabric
e966a84d77dd4bd1a5f1c737ecc955bf,objaverse,concrete,marble
e96769051078452bba7057473eceb587,objaverse,wood,wood
e96b7cf6caf8431ea1e26a3d8ea0a5e6,objaverse,metal,metal
e96f4295dfc14abda9748fe1e24220ec,objaverse,metal,metal
e9707c9fa5be4d7c935f7ee55475e9d8,objaverse,glass,plastic
e9720c7f18524f6d8a914db760281e1b,objaverse,marble,marble
e9734de7675049a1b65161d06dcd0c38,objaverse,marble,marble
e97466c9ae854944a69689ab95fe1f1d,objaverse,wood,wood
e97671788a3048d3be4cbc9f76f5ce33,objaverse,wood,wood
e97751a35ee44b9397224cca24b7ed68,objaverse,chipboard,paper
e97dfa13fe054120b92945aaef2cf04e,objaverse,wood,wood
e97fcdd5fbfc42d48d6d6cc265c7c2d7,objaverse,wood,fabric
e9817baf9b594e739d8dbba881343446,objaverse,metal,metal
e9832f38484f4f85b3f9081b51fa3799,objaverse,wood,ceramic
e983b0e9ef984aa6934176e310b7f0f2,objaverse,metal,metal
e986b35e813d4644b6672f1aef6354dd,objaverse,glass,paper
e988530bcbad49a9851039d96441b68d,objaverse,glass,paper
e989583c447141438e4d6376f4189518,objaverse,wood,wood
e98b7daf67fb419fa765346668a1bbca,objaverse,wood,leather
e98bdf5d38714b3898571dce944b2d4a,objaverse,wood,ceramic
e98d60b9c2584979aea10b31f7282a22,objaverse,glass,ceramic
e98d8df3ce5e4450b281e014834a0258,objaverse,wood,wood
e99210d90b08411fa55ddfd128977991,objaverse,wood,wood
e994f9eeb254471e969cd46c4bdbd1f6,objaverse,wood,wood
e995be764bde415aa9c80b7171271671,objaverse,wood,ceramic
e995cef15d9d4b76a8328cf25609e022,objaverse,very dry ground,ceramic
e99b20a876734d98a451d732da6e6de1,objaverse,metal,metal
e99c2e4c5de64ac99b20755c7da2572d,objaverse,wood,leather
e99cc080f79c41b59227e37310d38dce,objaverse,wood,ceramic
e99d5369f9044748b2aed6c88be51b48,objaverse,metal,metal
e99dd0c24b99414ebb9b48abde8e7f56,objaverse,wood,wood
e99f7b2971b843bebdc0122bc63f9d95,objaverse,wood,fabric
e9a008ede1494969a353ba21dabd4006,objaverse,marble,ceramic
e9a6074450ae4e8298542331f2400948,objaverse,chipboard,paper
e9aa596e430847c28e32ba8a6b67279a,objaverse,glass,glass
e9ad938b452a44bf995829f31301a7e5,objaverse,wood,plastic
e9aeb24940a94c2695564a9be31eba92,objaverse,concrete,plastic
e9b23b2b9f994874a0eac524e4e71894,objaverse,marble,plastic
e9b2833b51ec442ba1ec331b264001f5,objaverse,glass,plastic
e9b2953e3f70476bb3a5d85f0e0dfc9b,objaverse,wood,fabric
e9b2edd997284a2aaa0e2bbd2a6a4e85,objaverse,metal,metal
e9b4f5bbca2248dda4428ca5774a84da,objaverse,concrete,metal
e9bb64a8e0464fa28f8c11114874a536,objaverse,wood,wood
e9bcac03270444eb8dcc811627600798,objaverse,wood,wood
e9bdf1e862f744519d0e6a7f3be89727,objaverse,metal,metal
e9c06860ac3e4477878853173a67c2c7,objaverse,wood,wood
e9c28c48229943778b38a03056f17395,objaverse,wood,wood
e9c3156842fe441c9e8e2f551ea2a4f7,objaverse,metal,metal
e9c3cd7b526242128e8cbfeaa65355b1,objaverse,wood,food
e9c4a7f23eae441bb0960fd72155cf91,objaverse,wood,wood
e9c507f179ed4455aac3b208c9e6c973,objaverse,very dry ground,ceramic
e9c55e484c51467b9402d786cfd05f79,objaverse,wood,wood
e9c626ab86884c40867f5175ea0e8f8c,objaverse,glass,ceramic
e9c7b5be938041b1825307c6f73099c4,objaverse,metal,metal
e9c8b1cef28b498fba9282f91fb519ba,objaverse,metal,metal
e9c8ce66d97349ecaa54a5d7c7eda8a1,objaverse,wood,wood
e9ca3d407b844b64a22bc74b65ec7899,objaverse,glass,plastic
e9cc179ed7424f0f8961d5321388dcd6,objaverse,wood,plastic
e9cc6b84d10b46efb4daa3b577afcb46,objaverse,metal,metal
e9ce6fb8f0d44560808ac130c5c58487,objaverse,metal,ceramic
e9d15fccf25f44958defce0dcd8b8075,objaverse,metal,metal
e9d2535a36cc444a8e882e2ed05c1287,objaverse,chipboard,paper
e9d617bbd0834af3b3a69aa712736c93,objaverse,metal,metal
e9d7b46f12d44b6cafe321bdbf6f4731,objaverse,wood,fabric
e9d8ae0a9ef94fa082a5a63e092fd402,objaverse,metal,metal
e9d9d87c32f144e2873765e66814f727,objaverse,wood,fabric
e9d9f54942f64b6084fc9567a98ddde5,objaverse,wood,wood
e9da35cab34749c09cbe1c5f4b298027,objaverse,wood,wood
e9dc4f647792452cabe5b3a2c2a48c60,objaverse,wood,plastic
e9de3e7536594b94b1bb695776f43a53,objaverse,metal,metal
e9e17bec521d42ba8aa1f88b0e6c5256,objaverse,wood,wood
e9e21751a58748bb8c0ab9a6077c2ad8,objaverse,wood,wood
e9e391bc0c5f40deb78649531c03daa4,objaverse,wood,wood
e9e608611f18424dba8c0d2bfc236f94,objaverse,wood,wood
e9e6585ba5d54b559023c7cd4ce14c96,objaverse,metal,marble
e9ea410d802e4b1485e08c7a8692c2f1,objaverse,wood,ceramic
e9ec82be43df42c3bf3b67d7a0c9fa05,objaverse,chipboard,paper
e9ecf5e168c0425181f4e917c43e75d3,objaverse,wood,rubber
e9ed215eb0904811aa56b0b526795bb6,objaverse,wood,fabric
e9ee7a43b81c488a88f897ed4d225501,objaverse,wood,wood
e9ef135b501f4b3d8a62f0580623b8ad,objaverse,wood,wood
e9f1254682ba4a4988bfef57b060bd5a,objaverse,very dry ground,food
e9f13bab76ce4e7696d49739bc322ac4,objaverse,marble,ceramic
e9f172506e914e3c9f1f958839a7757a,objaverse,metal,metal
e9f3970b7685434e8656720f82749176,objaverse,metal,plastic
e9f53b64daec4b35b4f18e0fe9ba415d,objaverse,wood,wood
e9f570d098ee40cfa96ef52b8166d133,objaverse,wood,wood
e9f71612b27b40e78cc1fa903ee56423,objaverse,very dry ground,ceramic
e9f7dd66193543ca9b60ba2eee3a190a,objaverse,chipboard,paper
e9fa9e2baebd49f3916638750cb12646,objaverse,metal,metal
e9fc356ade454830ae907a8be96dfe0b,objaverse,wood,metal
e9febf96a7814d18a2f7c368a6d45382,objaverse,metal,plastic
e9fed1fcbfd048288733ed4baa92f3db,objaverse,metal,metal
ea0080f2433b41578145944a3d0b350c,objaverse,metal,metal
ea0403b2ae8649e087ac21047e51439b,objaverse,wood,wood
ea0556f6949a400c8e32e667fb539cb3,objaverse,wood,ceramic
ea0a33473663466d979f1fdf3c74d6cf,objaverse,metal,metal
ea0b673a447543a4b77970939c3acf2c,objaverse,brick,ceramic
ea0cf48616e34708b73c82eb7c7366ca,objaverse,wood,paper
ea10f71087af43e69c1c63c4146a81f2,objaverse,wood,paper
ea168d8fa00c4dd4814b4292d198995d,objaverse,metal,metal
ea199d24dc5a468a977947647f85984f,objaverse,plasterboard,ceramic
ea1cc81685214073ab85d5340648251d,objaverse,wood,plastic
ea1ceda39b4d44c58b01745a105117eb,objaverse,metal,metal
ea1e03b01f8d45039d900e379f1f87d0,objaverse,marble,ceramic
ea232340c3a8437e865bab3fd67443bb,objaverse,glass,glass
ea23e7286b964900bdf1f0cbd96228ba,objaverse,wood,paper
ea25712f7f394b428ebb3bebd590ccab,objaverse,metal,ceramic
ea2612e2e4a74f00a53eef52c331e5ad,objaverse,metal,plastic
ea28c9d457024633bf47a55ba032e752,objaverse,wood,wood
ea29999cb402478aa7760bbfd33f2950,objaverse,wood,wood
ea2a8f4ddbc749a4ae6cfeb70285baa7,objaverse,wood,fabric
ea2d38b9cb114463aaf43d512145af3a,objaverse,wood,wood
ea33d1d2147740db8f28799438b3298a,objaverse,wood,wood
ea33fd5f64664e53a8f9442bb8b7cf70,objaverse,wood,wood
ea343bdbcfb54541936b3c7c7c931c02,objaverse,metal,plastic
ea36743ed0764fde9380e0ac6db8d7c0,objaverse,wood,wood
ea3675fcadfb457f89d7cd21eacdbcda,objaverse,glass,ceramic
ea37379003e947388fb8453614cc0e42,objaverse,metal,metal
ea3983b0ca9b412ab4fb6eb327a0edf0,objaverse,wood,wood
ea39fde0274d48188b5deae9e07ee179,objaverse,wood,wood
ea3b93471d004b55833055afbb42735e,objaverse,chipboard,paper
ea3d310761a542bfb346988e90bc486f,objaverse,metal,metal
ea3edaeeeea84677b6506bc857323ad1,objaverse,glass,plastic
ea402e9e025042d69dd5152d750c5ba7,objaverse,wood,ceramic
ea43bce68a0a4ac9ba511375bac3add9,objaverse,wood,plastic
ea47186e191743fea068b441b6fd4e30,objaverse,wood,fabric
ea4a0daba0914ad1b409ecf0890f7ee3,objaverse,metal,metal
ea4a86cfc6e14af78e0d81a0119361ad,objaverse,glass,ceramic
ea4b5571f08049adbe9069ebf71aeff8,objaverse,metal,plastic
ea5032efce364d4d9afa9176ee62d10b,objaverse,chipboard,paper
ea506c5becce44c69e5fd3ac35149aae,objaverse,wood,plastic
ea54515ed6f84a6780ea786d3bf60ac9,objaverse,metal,plastic
ea5649322535472ab3cdef27ce6e39b4,objaverse,wood,wood
ea573a4e86544413bb8707690d5c778c,objaverse,marble,marble
ea580d125d40470a8d500ec9d6e91486,objaverse,wood,fabric
ea5a3409c2e647f1b4644500de297d93,objaverse,glass,ceramic
ea5a878bd7204d119c87bde968860d4f,objaverse,metal,metal
ea5b993de12a458c88bebb730fbe2c66,objaverse,metal,marble
ea5d7b8656c74af3843a5fcb34c30d21,objaverse,wood,wood
ea5e0c11f2e046c993239ea1a3efcad7,objaverse,metal,metal
ea5ffee5d36b41ada790dd7926acfbfa,objaverse,metal,metal
ea62296535fe4e67b4c1240f570adadf,objaverse,glass,glass
ea622a802318443bac0e67c077583c54,objaverse,metal,metal
ea636a10b9194e4e8f8f50ed20a491bf,objaverse,metal,metal
ea63ea4c0f004e4398c645f718ec22f9,objaverse,metal,metal
ea66c997677a49cfb4d880a64f6819b7,objaverse,metal,metal
ea6fbaeee7834345b62dbbabb7c067ea,objaverse,wet ground,food
ea6fbc4363804dfda45d784a36dc9248,objaverse,metal,metal
ea73df0e725d4c3cbccb6fd96fe1a856,objaverse,metal,metal
ea752bb3387048f39f4790e16e81baab,objaverse,metal,metal
ea75d066ad494a6ebcaaa60fdc90322b,objaverse,wood,fabric
ea776bb3d7a44ce2b68a5ead6823d4fa,objaverse,glass,glass
ea77e76c3a2141dfbdc10ebe09061b4e,objaverse,wood,wood
ea788e6e6b084224a7afb4d61448b41b,objaverse,metal,metal
ea7ba1e8f39f4e6b817f532260999f0d,objaverse,metal,plastic
ea7bf28c79814ed39a0f2b87bfad2abc,objaverse,wood,wood
ea7d2e8f61aa4f1bafa8799acf9dd9b7,objaverse,wood,wood
ea7e64c35e7b4d3795089c40c21a42c3,objaverse,very dry ground,fabric
ea80103f31c4431d9a5d506597826070,objaverse,wood,wood
ea814991fbc04e699e930ebb49c1d0a6,objaverse,metal,metal
ea819f03dbb640e5bceb6606dce924b4,objaverse,metal,metal
ea84a688cedb4ec0bbe992a6537c7271,objaverse,wood,ceramic
ea8527ec319e4bf5af28b6fea2fca1ca,objaverse,wood,wood
ea86e5f1830f4ee297f39ed524771ff2,objaverse,very dry ground,very dry ground
ea89d10862284838a49f8b486ddf1b21,objaverse,metal,plastic
ea8aee54a84346fcb0d303b2540b4668,objaverse,wood,wood
ea8c9f830dab4960bfcbecfe711f4790,objaverse,chipboard,paper
ea8d0024fbb6443990b1fb55dc05f4f5,objaverse,metal,metal
ea8d002da75a4dd09658b962722279c5,objaverse,glass,plastic
ea90adaf2ece4b46b7a4322244c6b2a5,objaverse,brick,ceramic
ea920d25d94c48a38323ea3a00d81a8c,objaverse,metal,metal
ea942f27f942460d950e601b85d5e846,objaverse,chipboard,plastic
ea9434b318bf4ae8b00414fe6b884d88,objaverse,wood,wood
ea947728c46f40ffbbe95f0f2d7dd6d9,objaverse,metal,plastic
ea953f7cccc74ecc8ba99374a12179b9,objaverse,wood,wood
ea9725ad867c42a684bc58d21039e8bd,objaverse,metal,metal
ea97da1dd2f74b0da1fea2a91b64536c,objaverse,chipboard,plastic
ea9992f27d57427cb94944598bc83117,objaverse,very dry ground,food
ea9b05a36232472784c6cc4067cb93f0,objaverse,metal,metal
ea9b6ffa62d146bd8e8a46b51e406a52,objaverse,wood,fabric
ea9bb858b533441ab3ae85f2fb603947,objaverse,very dry ground,ceramic
ea9dc8a2ac324462893fda8b1a6ad891,objaverse,brick,ceramic
ea9dd19d702149c28bb103947d190741,objaverse,glass,glass
ea9f3e4b09d048988864d6d373567b9b,objaverse,very dry ground,food
eaa0a0cbce964b2099b955f5ea241eee,objaverse,wood,plastic
eaa13b2447c44cf7af56ead8dc2d9f72,objaverse,wood,fabric
eaa31b684fde4bacb89df883cc4a59f4,objaverse,chipboard,paper
eaa44715ccc146bfba5788b4a3490b9d,objaverse,wood,fabric
eaa4ae36f6fd43a6be31c7d662151648,objaverse,glass,glass
eaa5b0cbf77a4ffca662758f18586097,objaverse,glass,ceramic
eaa709ff21ab4af8b5cdd9df0880cdc4,objaverse,metal,metal
eaa8bc8894ad43a8b01829faab6d3263,objaverse,marble,marble
eaa92d38774a420a850ad60eb5921055,objaverse,brick,ceramic
eaaa3a2d84b64e5d951239a7c9f6091b,objaverse,wood,leather
eaac5c2076654831898fd2d0a0317cab,objaverse,wood,fabric
eaace4e2c59843198f0443243a1f26f4,objaverse,wood,fabric
eaad95f996b749fbb7310c0cb4164e12,objaverse,metal,metal
eab2fdae5c5c4e23ac2e9697b8e179f9,objaverse,brick,ceramic
eab4597d7ac844189cf57341c81b3894,objaverse,wood,fabric
eab48194c316404a9538bd879636e385,objaverse,wood,wood
eab682dd4a834a2d8c318cbcfa65cb36,objaverse,plasterboard,fabric
eab7c7b762e74eb6b3f32edcda374331,objaverse,chipboard,paper
eab7e1ebbe994b0ea11783bcbb9a995e,objaverse,wood,wood
eab8f007b144465ab8bba640fc76a733,objaverse,wood,rubber
eabd58c953d0456a9255095971386ff9,objaverse,wood,ceramic
eac08e8c5d3248dcabd1257415bf824d,objaverse,wood,wood
eac1f95a64f5400ebf67d2129b1414d8,objaverse,wood,wood
eac2bd67c79a4d66a6e0c0d8d67c2987,objaverse,wood,wood
eac6728ffc6b4251a14e8cccbbd2f281,objaverse,wood,glass
eac6f23c5fe8433f928c37bb0bd65bba,objaverse,metal,plastic
eace15c215034b9aab6fff64f8e75c58,objaverse,metal,metal
eacfa0498add49df991d94844dfaccfe,objaverse,wood,wood
ead0a5b7b0ba4a6299a60fd77d85f99a,objaverse,wood,rubber
ead11d270ad34e61bd59e54f0fcce826,objaverse,metal,leather
ead44eadeffc4f108537517e9ba34845,objaverse,metal,metal
ead51f7cbdb7435eb4734256d56747ff,objaverse,wood,wood
ead6e4ee471d466f92ba60ae59d6618d,objaverse,marble,marble
ead841ad0125426b8de404924e7dfa9b,objaverse,marble,marble
ead8b64501514a968589b92547bc8954,objaverse,wood,wood
eada9dfb586b4f638282935c0eacc963,objaverse,metal,metal
eadc9424f7ed46d698dba6144ee34325,objaverse,glass,glass
eadf0d0512564a9b9b51d852308bbd09,objaverse,wood,wood
eae02426868b4551a7a876191b1d2941,objaverse,metal,metal
eae286d7fee94792b87fcd8e99317c6e,objaverse,metal,metal
eae2f261b41348c5a0ba47b81be96e50,objaverse,wood,wood
eae3b0d508b54a4f8ca7bc17da63ceae,objaverse,wood,plastic
eae69c24059c4a0ebba997f0d487206f,objaverse,wood,leather
eae73cf429094987a579257a9f23a224,objaverse,chipboard,plastic
eae7fa19632841f59c79f6aa4e8f931a,objaverse,marble,marble
eae88bcb6eee4e49b8abd371b337c679,objaverse,wood,plastic
eae98217424541b1b91ccb267e0f644d,objaverse,metal,plastic
eaea221c6cc942649f3cf6d0d159a1f5,objaverse,brick,ceramic
eaea69d39c2e4c7fb5ec047c72753428,objaverse,glass,metal
eaead082fe994bfca40807607bd064c3,objaverse,marble,ceramic
eaefae13994645d691e77a4d5fa22410,objaverse,marble,marble
eaf235df86ca40b29f6919d7edb44517,objaverse,chipboard,paper
eaf261c1735742b686a2573cff177a32,objaverse,wood,wood
eaf2652babd44115843ad48369184819,objaverse,metal,metal
eaf63782d5574515a89cc138e1d40cf8,objaverse,wood,leather
eaf671ba9afb4485922f44e268a3c715,objaverse,wood,wicker
eaf9a7cb95b4443cb5d8ab434462dd66,objaverse,metal,metal
eafb40f6c55c4187988e8f6de625968d,objaverse,wood,wood
eafe2aae8f9d4836a1df58e80ad95ae5,objaverse,glass,plastic
eaff0824e6fb40b1b50bec5cbe6cefc1,objaverse,wood,ceramic
eb05198d2ea6477f84919810e5e25c7b,objaverse,wood,leather
eb0760b4aa704901a6a4b487bf182147,objaverse,metal,metal
eb0ace438c7b4e028a6c075eaf25c1fd,objaverse,wood,wood
eb0b77dc6d31423c82be3cdabccbba08,objaverse,wood,wood
eb0d9a02bb39465e95d82e84dd86a654,objaverse,metal,metal
eb0ecf4d45384ab298b6e8de1f1fd986,objaverse,wood,wood
eb16e2a0ed2942e39558ea25352d8b2a,objaverse,glass,glass
eb1bf63cd0cf4a3395a806e6af81861e,objaverse,wood,wood
eb1dd9202056442abc898c93f79912d2,objaverse,wood,wood
eb21f8e1b9dd48e396376d0c42679876,objaverse,glass,ceramic
eb25d4c067ab47ef8fef0a8b54879f32,objaverse,wood,wood
eb2b46e43cac42c08afd7eaaaaa7ad22,objaverse,wood,leather
eb2c8b880d6e489aabe14677a30423e1,objaverse,wood,metal
eb2cc6f34572407fb21b4fb6a5e78b0c,objaverse,glass,ceramic
eb2d53f445d141de8239751efb8addca,objaverse,glass,paper
eb2d934851b9496591fd0c1d3a08093a,objaverse,metal,ceramic
eb2dc9c8fdce40edb186aca98e2cff35,objaverse,metal,plastic
eb2e7a0f96fc4152b8d2c62db2a53b83,objaverse,wood,wood
eb2edbffef314aab9a32572f2965a8c9,objaverse,wood,wood
eb2f87f7efc74cfd91167bbf91be186b,objaverse,metal,plastic
eb2fe51ae2494418a79de79bec3c702b,objaverse,wood,wood
eb2ffd7a61c041fb85526dae1128c298,objaverse,metal,metal
eb3054258ec0463f80e2676ee59ec56a,objaverse,marble,ceramic
eb3684f933f24df8b4aaa4a23209e786,objaverse,wood,ceramic
eb36cc71845544f2aa2ce6f456bb382d,objaverse,wood,fabric
eb371236ff14403dabb065506ac124eb,objaverse,wood,wood
eb37a1a2d91744169721812d97c2507c,objaverse,metal,metal
eb37c0bad34f4a0bafeb5de4fe9100e3,objaverse,wood,wood
eb397fdfe2b34d61a4f8877b75218885,objaverse,wood,wood
eb3cc27ef987432fa72cd3cb89baab94,objaverse,wood,paper
eb3cf2c507ab4fcd9e4919118dae4c1d,objaverse,wood,wood
eb3cfbcdd3af4a8897c9941c9ed3f2a9,objaverse,wood,plastic
eb3e3abe79f6485bb144da486a6c59a4,objaverse,chipboard,paper
eb3f2354354a4e67a709bf2cab522049,objaverse,metal,metal
eb410b7de4964bc49a1aa76b1c8bf8a9,objaverse,wood,metal
eb4443c06f374532b9a732c065743833,objaverse,metal,metal
eb45312409ef4f879c2a2766d54f43ab,objaverse,wood,wood
eb46b3407c67491f98a13df1b86950fa,objaverse,wood,fabric
eb47784983414e17bdcd906302606767,objaverse,glass,plastic
eb479f3aca714849bd7e54cf5ea45ccb,objaverse,very dry ground,ceramic
eb4a20320c1e40f7b5e58f89edd46942,objaverse,wood,plastic
eb4c9396126c4686873a04e33956d55c,objaverse,wet ground,food
eb51551d396d4032bdacb66dd9babb25,objaverse,wood,plastic
eb522c5b565045fba3005b9e89594840,objaverse,metal,metal
eb5257dc531847dfbe00c8a1900b6d40,objaverse,wood,wood
eb5280f0e55e4aca815b084a7a9165ba,objaverse,wood,wood
eb53a10b360640939ed0265969b1be4e,objaverse,glass,glass
eb5551de53db40d98159c21509f9dd71,objaverse,wood,wood
eb5b0a427a424939bc3983a782cd431e,objaverse,marble,marble
eb5b4282fb7f4fd9aa187fe507c1c2c7,objaverse,marble,marble
eb5cb664d78b49fc8c99a1a617c185c3,objaverse,wood,plastic
eb61a59f65e449d2a2eabbaef76a4a43,objaverse,metal,metal
eb626424440244ebb5046cf766f031bf,objaverse,very dry ground,paper
eb62c29be84a4ae99e79872cfd2afa38,objaverse,brick,ceramic
eb64c344135d4b1689bf84328c571452,objaverse,glass,glass
eb667b8d4f764f8389338fbd3dab0a35,objaverse,wood,wood
eb6820de745a4161bddeeadd3c30b553,objaverse,wood,wood
eb6ba53dd6a247fab2ea9414774036a6,objaverse,metal,metal
eb6d7643a45c44bab0a075736edb38c9,objaverse,chipboard,paper
eb6df34933f04dfbacf1e3fcc125f1e4,objaverse,wood,wood
eb6f9f0bf68943a2b5d85ce40fe2c6f9,objaverse,wood,wood
eb700168ef994b96bc7865febae8c2ab,objaverse,wood,wood
eb7158de42e7434a8bec096ea87705c0,objaverse,metal,metal
eb72ff5f822f4643a922621998637e6a,objaverse,metal,ceramic
eb73d55b89044f6daa36932ebf30181a,objaverse,chipboard,paper
eb744026e6254dae93197aa53f7fba68,objaverse,wood,wood
eb765a0878a2409ba10e80d991f8e07c,objaverse,wood,wood
eb76d35cbb0a4d2d9dcfbabb699bee57,objaverse,brick,ceramic
eb799f63a8534db0ba1ae22aa62dc324,objaverse,metal,metal
eb7ac9a6c1b14cb28c4f251a18b693a5,objaverse,wood,wood
eb7e97c713e6470b9558c543300a0f60,objaverse,wood,wood
eb7eab6521894efe8552c45aaf99043d,objaverse,wood,wood
eb814a7643574b60b0b4ddc06e5cd9a3,objaverse,wood,wood
eb84ebdbe9ef4f83b261252740812e14,objaverse,wood,plastic
eb867d25fb804bf7b30ac6e61d8415d9,objaverse,wood,wood
eb86836945e14935948b688792904405,objaverse,glass,paper
eb892b607c2942dc91bc1e1f2772545a,objaverse,very dry ground,ceramic
eb8dfcc2974a48c29b121681c0237a3a,objaverse,wood,wood
eb8e47bc0b92455b9722b45e61e94372,objaverse,wood,rubber
eb8e71b3a22f4e719d8157831c408a6e,objaverse,wood,fabric
eb8f7ff9521e4ce48522f5125798fdcd,objaverse,wood,leather
eb960bb989304494b94d43c0889ec679,objaverse,wood,wood
eb9692116e7c41c7bfbb3613a922b786,objaverse,wood,wood
eb9881e69a30440a8433d83a43452a35,objaverse,wood,plastic
eb98db5fc9264396a4e24d24a3f5e1bb,objaverse,wood,plastic
eb99f49cde5c411eb9dc8d7c8028126d,objaverse,wood,wood
eb9a45df1522410ab0b8f8e2249ec8c6,objaverse,very dry ground,ceramic
eb9d9c9515674e64a7fded5db2d29ce4,objaverse,wood,rubber
eb9e66b86fa944dbac29bc4c3b05ad5e,objaverse,very dry ground,ceramic
eba43db989f147f296e6e32f077ecd76,objaverse,wood,wood
eba5e6ed937a4a83aca6ec4347001362,objaverse,wood,wood
eba71a3fabea4ab8a015fd4881ebd941,objaverse,wood,wood
eba866d759c7467ea606fcccfed7a971,objaverse,metal,metal
ebab169c8211497c9349422ad847764e,objaverse,metal,metal
ebb2d9fd4cae439484c60c41471d7071,objaverse,wood,wood
ebb63c4f198349dc924625ec6f34b675,objaverse,plasterboard,paper
ebb890feb03e4053b93dfd3dbad8089b,objaverse,wood,fabric
ebbbf8e8b4c14142957afc8bc926e02d,objaverse,wood,wood
ebbd05518ca2461baa05ace8d950d925,objaverse,wood,wood
ebbe5d0e115243f48c279a91e6faf465,objaverse,wood,wood
ebc2a26ba47b4e9d96cb089bbb2a94a6,objaverse,wood,wood
ebc472388fb14e55a9f1c3036a66c047,objaverse,wood,fabric
